,Smiling,Male,Young,Blond_Hair,Wearing_Hat
093797.jpg,-1,-1,1,-1,-1
004271.jpg,1,1,-1,-1,-1
109117.jpg,1,-1,1,-1,-1
183686.jpg,-1,-1,-1,-1,-1
153067.jpg,1,1,1,-1,-1
157096.jpg,1,-1,-1,1,-1
071925.jpg,-1,-1,1,-1,-1
002003.jpg,-1,1,1,-1,-1
121152.jpg,-1,1,-1,-1,-1
142973.jpg,-1,-1,1,-1,-1
124155.jpg,-1,-1,1,1,-1
007787.jpg,1,1,-1,-1,-1
129662.jpg,-1,1,-1,-1,1
012054.jpg,1,-1,1,1,-1
131045.jpg,1,-1,1,-1,-1
107422.jpg,-1,1,1,-1,-1
004191.jpg,1,1,-1,-1,-1
095543.jpg,1,1,1,-1,-1
066944.jpg,-1,1,-1,-1,1
165773.jpg,-1,1,-1,-1,-1
017437.jpg,1,-1,1,1,-1
009015.jpg,-1,-1,1,-1,-1
020514.jpg,-1,-1,1,-1,-1
078646.jpg,1,-1,-1,-1,-1
187567.jpg,-1,-1,1,1,-1
089471.jpg,1,-1,1,-1,-1
096349.jpg,-1,1,1,-1,-1
035605.jpg,-1,1,-1,-1,-1
125513.jpg,1,-1,1,-1,-1
080278.jpg,-1,1,1,-1,-1
024673.jpg,-1,-1,1,1,-1
092395.jpg,-1,-1,1,-1,1
032731.jpg,-1,-1,1,-1,-1
101766.jpg,-1,1,-1,-1,-1
000129.jpg,1,1,1,-1,-1
071330.jpg,1,-1,1,-1,-1
057341.jpg,-1,1,1,-1,-1
166582.jpg,-1,1,1,-1,-1
029055.jpg,1,1,1,-1,-1
083157.jpg,1,1,-1,-1,-1
013754.jpg,1,-1,1,-1,-1
154315.jpg,1,-1,1,1,-1
181064.jpg,1,1,1,-1,-1
047981.jpg,1,-1,1,-1,-1
063337.jpg,1,-1,1,1,-1
036444.jpg,1,1,-1,-1,-1
104159.jpg,-1,-1,1,-1,-1
059996.jpg,-1,-1,1,-1,-1
101146.jpg,-1,1,1,-1,-1
117111.jpg,1,-1,-1,1,-1
104521.jpg,-1,1,1,-1,-1
068107.jpg,1,-1,1,-1,-1
083297.jpg,-1,1,-1,-1,-1
062485.jpg,1,-1,1,-1,-1
102007.jpg,1,-1,1,-1,-1
079788.jpg,1,-1,1,1,-1
011349.jpg,-1,1,1,-1,-1
067232.jpg,-1,1,1,-1,-1
142580.jpg,1,-1,1,1,-1
088418.jpg,1,1,1,-1,-1
043532.jpg,-1,-1,1,-1,-1
131559.jpg,1,1,1,-1,-1
101379.jpg,1,-1,1,-1,-1
088300.jpg,1,1,1,-1,-1
128860.jpg,-1,-1,1,-1,-1
113042.jpg,1,1,1,-1,-1
111759.jpg,-1,-1,-1,-1,-1
116146.jpg,1,-1,1,-1,-1
184048.jpg,1,-1,1,1,-1
198096.jpg,-1,1,-1,-1,1
091450.jpg,1,1,1,-1,-1
100487.jpg,1,-1,1,-1,-1
049490.jpg,1,-1,1,-1,-1
121004.jpg,-1,1,1,-1,-1
200777.jpg,1,-1,-1,-1,-1
167868.jpg,-1,-1,1,1,-1
107729.jpg,-1,-1,1,1,-1
157539.jpg,-1,1,1,-1,-1
151752.jpg,1,-1,1,-1,-1
179049.jpg,-1,-1,1,-1,-1
027194.jpg,-1,-1,-1,1,-1
199543.jpg,-1,1,1,-1,-1
159329.jpg,-1,-1,1,-1,1
082744.jpg,-1,-1,1,-1,-1
123237.jpg,-1,-1,1,1,-1
135717.jpg,1,1,1,-1,-1
104288.jpg,-1,-1,1,-1,-1
170515.jpg,1,-1,1,-1,-1
185373.jpg,1,-1,1,1,-1
139552.jpg,-1,-1,1,-1,-1
177352.jpg,-1,1,1,-1,-1
137002.jpg,-1,-1,1,-1,-1
116119.jpg,-1,-1,1,-1,-1
155512.jpg,1,-1,1,-1,-1
011200.jpg,-1,1,1,-1,-1
103641.jpg,-1,1,-1,-1,-1
053067.jpg,-1,1,-1,-1,-1
130555.jpg,1,1,-1,-1,-1
123577.jpg,1,-1,-1,-1,-1
026175.jpg,1,-1,1,-1,-1
116176.jpg,-1,-1,1,-1,-1
120086.jpg,1,-1,1,-1,-1
167834.jpg,1,1,-1,-1,-1
043139.jpg,-1,1,-1,-1,-1
109732.jpg,-1,1,1,-1,-1
113789.jpg,-1,1,-1,-1,1
037748.jpg,1,1,-1,-1,-1
091153.jpg,-1,1,-1,-1,-1
145668.jpg,-1,1,1,-1,-1
162440.jpg,1,-1,-1,-1,-1
084862.jpg,1,-1,1,-1,-1
117243.jpg,-1,1,1,-1,-1
002571.jpg,1,-1,1,-1,-1
112820.jpg,-1,1,-1,-1,1
044597.jpg,-1,1,1,-1,-1
048139.jpg,-1,1,1,-1,-1
041540.jpg,1,-1,1,-1,-1
179893.jpg,-1,-1,1,1,-1
116236.jpg,1,-1,1,-1,-1
017489.jpg,-1,1,1,-1,1
195482.jpg,1,1,1,-1,-1
119851.jpg,-1,-1,1,1,-1
172528.jpg,-1,1,-1,-1,-1
129684.jpg,-1,-1,1,-1,-1
103805.jpg,1,-1,1,1,-1
107484.jpg,-1,-1,1,-1,-1
152315.jpg,-1,-1,1,-1,-1
186759.jpg,1,1,1,-1,-1
015126.jpg,1,1,-1,-1,-1
019195.jpg,1,-1,1,1,-1
070071.jpg,1,-1,-1,-1,1
039352.jpg,1,-1,1,1,-1
109017.jpg,1,1,1,-1,-1
125496.jpg,1,1,1,-1,-1
088690.jpg,1,-1,1,-1,-1
127134.jpg,-1,1,1,-1,-1
112295.jpg,-1,1,1,-1,1
153357.jpg,1,-1,1,-1,-1
142588.jpg,1,-1,1,-1,-1
027952.jpg,-1,-1,1,-1,-1
062974.jpg,1,-1,1,-1,-1
051667.jpg,-1,1,-1,-1,-1
091019.jpg,1,1,1,-1,-1
091563.jpg,1,-1,1,-1,-1
149038.jpg,-1,1,1,-1,-1
041882.jpg,-1,-1,1,-1,-1
093862.jpg,1,-1,1,1,-1
009198.jpg,1,-1,1,-1,-1
054653.jpg,-1,-1,1,-1,-1
066265.jpg,-1,1,1,-1,-1
033166.jpg,1,-1,1,1,-1
200023.jpg,1,-1,1,1,-1
086110.jpg,1,-1,1,-1,-1
082488.jpg,1,-1,1,-1,-1
064881.jpg,1,-1,1,-1,-1
138032.jpg,1,1,-1,-1,-1
076025.jpg,1,-1,-1,-1,-1
099931.jpg,-1,-1,1,-1,-1
149916.jpg,-1,-1,1,-1,-1
012163.jpg,1,1,1,-1,-1
014211.jpg,-1,1,-1,-1,-1
088764.jpg,-1,1,-1,-1,-1
200930.jpg,1,-1,1,-1,-1
077551.jpg,1,1,1,-1,1
091607.jpg,1,1,1,-1,-1
187053.jpg,1,-1,-1,-1,-1
130209.jpg,1,-1,1,-1,-1
165079.jpg,-1,1,-1,-1,-1
022662.jpg,1,-1,1,-1,-1
006541.jpg,1,-1,1,-1,-1
130839.jpg,-1,-1,1,-1,-1
060001.jpg,1,-1,1,-1,-1
187416.jpg,1,-1,1,-1,-1
123719.jpg,-1,-1,1,-1,-1
119731.jpg,-1,-1,1,-1,-1
055406.jpg,-1,-1,1,1,-1
128227.jpg,1,-1,1,-1,-1
050028.jpg,-1,-1,1,-1,-1
141902.jpg,1,1,1,-1,-1
125971.jpg,-1,-1,1,1,-1
008172.jpg,-1,1,1,-1,-1
012519.jpg,1,1,1,-1,-1
046602.jpg,1,-1,1,-1,-1
154803.jpg,-1,-1,1,-1,-1
055164.jpg,-1,-1,1,-1,-1
182058.jpg,-1,1,1,-1,-1
011965.jpg,1,1,1,-1,-1
103105.jpg,-1,1,1,-1,-1
180830.jpg,1,1,-1,-1,-1
070567.jpg,-1,1,1,-1,-1
079646.jpg,1,-1,1,-1,-1
135474.jpg,1,-1,1,1,-1
090120.jpg,1,1,1,-1,-1
153182.jpg,-1,1,1,-1,-1
056467.jpg,1,-1,1,-1,-1
120314.jpg,-1,-1,1,-1,-1
152574.jpg,1,1,-1,-1,-1
171338.jpg,1,-1,1,-1,-1
100997.jpg,-1,-1,1,-1,-1
194228.jpg,1,-1,1,-1,-1
164980.jpg,1,-1,1,-1,-1
130784.jpg,1,-1,1,-1,-1
088926.jpg,-1,1,1,-1,-1
089059.jpg,1,1,-1,-1,-1
080415.jpg,-1,1,-1,-1,-1
191055.jpg,-1,1,1,-1,-1
168767.jpg,1,-1,1,-1,-1
066587.jpg,1,-1,1,1,-1
128388.jpg,-1,1,1,-1,-1
134034.jpg,1,-1,1,1,-1
021823.jpg,-1,1,1,-1,-1
116091.jpg,1,-1,-1,-1,-1
065355.jpg,1,-1,1,1,-1
178991.jpg,-1,1,-1,-1,-1
112635.jpg,1,-1,1,-1,-1
103522.jpg,-1,-1,1,-1,-1
189781.jpg,1,-1,1,-1,-1
040714.jpg,1,-1,1,-1,-1
041677.jpg,-1,1,-1,-1,1
193740.jpg,1,-1,-1,-1,-1
033976.jpg,-1,1,-1,-1,-1
022050.jpg,1,1,1,-1,-1
120052.jpg,-1,-1,1,-1,-1
051401.jpg,1,-1,1,1,-1
117814.jpg,1,1,1,-1,-1
093633.jpg,-1,-1,1,-1,-1
004561.jpg,-1,-1,1,-1,-1
129000.jpg,1,-1,1,-1,-1
201459.jpg,-1,-1,-1,-1,-1
033932.jpg,-1,1,-1,-1,-1
138734.jpg,-1,-1,-1,-1,-1
191607.jpg,-1,1,-1,-1,-1
162261.jpg,-1,-1,-1,-1,-1
188860.jpg,1,1,1,-1,-1
108477.jpg,1,-1,1,-1,-1
106766.jpg,-1,-1,1,-1,-1
135762.jpg,1,1,1,-1,-1
162907.jpg,1,-1,1,1,-1
194021.jpg,-1,-1,1,1,-1
130925.jpg,1,-1,-1,1,-1
198548.jpg,-1,-1,-1,1,-1
016855.jpg,-1,1,1,-1,-1
019203.jpg,-1,-1,1,-1,-1
162712.jpg,-1,-1,1,-1,-1
150081.jpg,1,-1,-1,-1,-1
101113.jpg,-1,1,-1,-1,-1
026556.jpg,1,-1,1,-1,-1
139856.jpg,-1,-1,1,-1,-1
125657.jpg,1,-1,1,-1,-1
189886.jpg,-1,-1,1,-1,-1
169336.jpg,-1,-1,1,-1,-1
162077.jpg,1,-1,-1,-1,-1
079239.jpg,1,1,-1,-1,-1
013885.jpg,1,1,-1,-1,-1
004623.jpg,1,-1,1,-1,-1
198665.jpg,1,-1,-1,-1,-1
093464.jpg,1,-1,1,-1,-1
174891.jpg,1,-1,1,-1,-1
102229.jpg,-1,-1,1,-1,-1
112734.jpg,1,-1,1,1,-1
026848.jpg,1,-1,1,-1,-1
065142.jpg,-1,-1,1,-1,-1
074545.jpg,1,1,-1,-1,-1
033579.jpg,-1,-1,1,-1,-1
178506.jpg,-1,-1,-1,-1,-1
028899.jpg,-1,1,1,-1,-1
074598.jpg,1,-1,1,1,-1
169095.jpg,1,-1,1,-1,-1
005048.jpg,-1,-1,1,-1,-1
009990.jpg,1,-1,1,-1,-1
016029.jpg,-1,1,1,-1,-1
159162.jpg,-1,1,-1,-1,-1
164990.jpg,-1,-1,-1,-1,-1
050155.jpg,1,1,-1,-1,-1
075992.jpg,-1,-1,1,-1,-1
022699.jpg,-1,-1,1,1,-1
183241.jpg,-1,-1,1,-1,-1
061708.jpg,1,-1,1,-1,-1
041765.jpg,-1,-1,1,-1,-1
107835.jpg,-1,1,1,-1,-1
166264.jpg,1,-1,1,1,-1
137527.jpg,1,-1,1,-1,-1
177959.jpg,1,-1,1,1,-1
018752.jpg,-1,1,1,-1,-1
149551.jpg,-1,1,-1,-1,-1
196837.jpg,1,-1,1,-1,-1
175575.jpg,-1,1,1,-1,-1
086055.jpg,1,1,1,-1,-1
164279.jpg,1,1,-1,-1,-1
183254.jpg,1,1,1,-1,-1
190420.jpg,1,-1,1,1,1
194784.jpg,1,-1,1,-1,-1
026311.jpg,1,1,1,-1,-1
096842.jpg,1,1,1,-1,-1
095096.jpg,-1,-1,1,-1,-1
124429.jpg,-1,-1,1,-1,-1
116156.jpg,-1,-1,1,-1,-1
022649.jpg,1,-1,1,-1,-1
105835.jpg,-1,-1,1,-1,-1
088878.jpg,1,1,1,-1,-1
072111.jpg,1,-1,1,-1,-1
154263.jpg,-1,-1,1,-1,-1
164214.jpg,1,-1,-1,1,-1
061096.jpg,1,-1,1,1,-1
053856.jpg,1,-1,1,1,-1
037188.jpg,-1,-1,1,-1,-1
091482.jpg,1,1,-1,-1,-1
164174.jpg,1,-1,1,1,-1
089008.jpg,-1,1,1,-1,-1
148517.jpg,-1,1,-1,-1,-1
056520.jpg,-1,1,1,-1,-1
059989.jpg,1,1,1,1,-1
030387.jpg,-1,1,-1,-1,-1
061390.jpg,1,1,1,-1,-1
142321.jpg,1,-1,1,-1,-1
177972.jpg,1,-1,1,1,-1
115372.jpg,-1,1,1,-1,-1
092991.jpg,-1,1,-1,-1,-1
084211.jpg,1,-1,1,1,-1
132945.jpg,1,-1,1,-1,-1
198768.jpg,1,-1,1,-1,-1
151083.jpg,1,1,-1,-1,-1
152693.jpg,1,-1,1,1,-1
184133.jpg,1,-1,1,-1,-1
129679.jpg,1,1,1,-1,-1
127023.jpg,1,-1,1,1,-1
172267.jpg,1,-1,1,-1,-1
005589.jpg,-1,-1,1,-1,-1
024951.jpg,1,1,1,-1,-1
112691.jpg,-1,1,-1,-1,-1
149119.jpg,1,1,1,-1,-1
061407.jpg,-1,-1,1,-1,-1
165346.jpg,-1,1,-1,-1,-1
027286.jpg,1,-1,-1,1,-1
091877.jpg,1,-1,1,-1,-1
134195.jpg,1,1,1,-1,1
151621.jpg,1,-1,1,1,-1
167311.jpg,-1,-1,1,-1,-1
013611.jpg,-1,1,1,-1,-1
084181.jpg,1,-1,1,-1,-1
144271.jpg,1,-1,1,1,-1
156529.jpg,1,1,1,-1,-1
028972.jpg,-1,-1,1,1,-1
157629.jpg,1,-1,1,1,-1
009870.jpg,-1,1,-1,-1,-1
181546.jpg,-1,-1,1,-1,-1
086102.jpg,-1,1,-1,-1,-1
037306.jpg,1,1,1,-1,-1
032462.jpg,-1,1,-1,-1,1
032068.jpg,1,-1,1,1,-1
020810.jpg,-1,-1,1,-1,-1
054855.jpg,1,1,-1,-1,-1
196256.jpg,-1,1,-1,-1,-1
087683.jpg,1,-1,1,1,-1
201098.jpg,-1,-1,1,-1,-1
071882.jpg,1,-1,1,-1,-1
190995.jpg,1,-1,1,1,-1
030041.jpg,-1,-1,1,-1,-1
164841.jpg,1,-1,1,-1,-1
198339.jpg,-1,-1,1,-1,-1
012751.jpg,-1,-1,-1,-1,-1
146545.jpg,1,-1,-1,1,-1
026896.jpg,-1,1,1,-1,-1
041828.jpg,-1,-1,1,-1,1
152305.jpg,-1,-1,-1,-1,-1
124750.jpg,-1,-1,1,1,-1
059612.jpg,1,-1,1,-1,-1
149616.jpg,1,-1,1,-1,-1
086228.jpg,-1,1,1,-1,-1
096660.jpg,1,-1,1,-1,-1
190361.jpg,-1,1,1,-1,-1
137170.jpg,1,1,1,-1,-1
182155.jpg,-1,-1,1,1,-1
083674.jpg,-1,-1,1,-1,-1
143420.jpg,1,-1,1,-1,-1
032723.jpg,-1,-1,1,-1,-1
111240.jpg,-1,-1,1,1,-1
016132.jpg,1,1,1,-1,-1
134255.jpg,-1,-1,1,-1,-1
079314.jpg,1,-1,1,-1,-1
173527.jpg,1,1,-1,-1,-1
113392.jpg,1,1,1,-1,-1
122980.jpg,-1,-1,1,-1,-1
120243.jpg,-1,-1,1,-1,-1
165288.jpg,1,1,1,-1,-1
070079.jpg,1,-1,1,1,-1
009660.jpg,1,1,-1,-1,-1
171418.jpg,1,1,-1,-1,-1
129110.jpg,-1,-1,1,-1,-1
044796.jpg,1,-1,1,-1,-1
145982.jpg,-1,1,1,-1,-1
173660.jpg,1,1,1,-1,-1
084943.jpg,1,1,-1,-1,-1
030337.jpg,-1,1,1,-1,-1
050639.jpg,-1,1,1,-1,-1
127162.jpg,1,1,1,-1,1
119665.jpg,1,-1,1,1,-1
194405.jpg,-1,1,1,-1,-1
169038.jpg,1,-1,1,-1,-1
196555.jpg,1,-1,1,-1,-1
106031.jpg,1,-1,1,-1,-1
190301.jpg,1,-1,1,1,-1
133133.jpg,-1,-1,1,1,-1
001399.jpg,1,1,-1,-1,-1
070635.jpg,-1,-1,1,-1,-1
151170.jpg,1,1,1,-1,-1
097594.jpg,-1,1,1,-1,-1
124188.jpg,1,1,-1,-1,-1
066303.jpg,-1,-1,1,-1,-1
166135.jpg,1,1,1,-1,-1
073550.jpg,-1,-1,-1,1,-1
095580.jpg,1,-1,1,-1,-1
047429.jpg,-1,1,1,-1,-1
043743.jpg,-1,-1,1,-1,-1
040020.jpg,-1,-1,1,-1,-1
040652.jpg,-1,1,1,-1,-1
106515.jpg,1,-1,1,-1,-1
147725.jpg,1,-1,1,-1,-1
035491.jpg,-1,1,-1,-1,-1
105843.jpg,-1,1,1,-1,-1
083812.jpg,-1,1,1,-1,-1
122167.jpg,-1,1,-1,-1,-1
171312.jpg,1,-1,1,-1,-1
199753.jpg,-1,-1,1,-1,-1
097330.jpg,1,-1,1,-1,-1
053100.jpg,-1,-1,-1,1,-1
197611.jpg,-1,1,-1,-1,-1
038856.jpg,-1,-1,1,1,-1
007723.jpg,1,-1,1,1,-1
100296.jpg,-1,-1,1,-1,-1
000948.jpg,1,-1,1,1,-1
092030.jpg,-1,-1,1,-1,-1
013155.jpg,-1,1,-1,-1,-1
080512.jpg,-1,1,1,-1,-1
054960.jpg,-1,1,1,-1,-1
130714.jpg,-1,1,-1,-1,-1
097451.jpg,-1,1,-1,-1,-1
099298.jpg,-1,-1,1,1,-1
104045.jpg,-1,1,1,-1,-1
037140.jpg,-1,-1,1,-1,-1
180275.jpg,-1,-1,1,-1,-1
046552.jpg,-1,-1,1,1,-1
092486.jpg,1,-1,1,1,-1
166126.jpg,-1,1,1,-1,-1
173298.jpg,1,-1,1,-1,-1
077918.jpg,1,-1,1,-1,-1
101019.jpg,1,-1,1,1,-1
024118.jpg,-1,-1,1,-1,-1
020690.jpg,-1,1,1,-1,-1
129700.jpg,-1,-1,1,-1,-1
187949.jpg,1,-1,1,-1,-1
098364.jpg,1,-1,1,-1,-1
000106.jpg,1,-1,1,-1,-1
164177.jpg,-1,1,-1,-1,-1
151309.jpg,1,-1,1,-1,-1
134686.jpg,1,-1,1,-1,-1
144650.jpg,1,-1,1,-1,-1
108366.jpg,-1,-1,1,-1,-1
097366.jpg,-1,1,-1,-1,-1
007885.jpg,1,-1,1,-1,-1
195379.jpg,1,-1,1,1,-1
113468.jpg,1,-1,1,1,-1
185828.jpg,-1,1,1,-1,-1
177470.jpg,1,1,1,-1,-1
149720.jpg,-1,1,1,-1,-1
056275.jpg,-1,1,-1,-1,-1
041039.jpg,-1,-1,1,-1,-1
123326.jpg,-1,-1,1,1,-1
034549.jpg,-1,-1,1,-1,-1
202583.jpg,1,-1,1,-1,-1
161497.jpg,-1,1,1,-1,1
123523.jpg,-1,1,-1,-1,-1
185018.jpg,-1,1,-1,-1,-1
073022.jpg,1,1,-1,-1,-1
014632.jpg,-1,-1,1,-1,-1
057618.jpg,-1,-1,1,-1,-1
111645.jpg,1,-1,1,1,-1
176787.jpg,1,-1,1,1,-1
051837.jpg,-1,-1,1,-1,-1
139186.jpg,-1,1,1,-1,-1
092280.jpg,1,-1,1,-1,-1
148799.jpg,-1,1,1,-1,-1
009124.jpg,-1,1,1,-1,-1
083429.jpg,-1,-1,1,-1,-1
185801.jpg,1,1,1,-1,-1
162594.jpg,-1,1,1,-1,-1
187375.jpg,-1,-1,1,-1,-1
123164.jpg,1,-1,1,1,-1
019311.jpg,-1,-1,1,-1,-1
154207.jpg,1,-1,1,-1,-1
014280.jpg,1,-1,1,1,-1
191148.jpg,1,-1,1,1,-1
027543.jpg,1,-1,1,1,-1
013067.jpg,1,1,1,-1,-1
013517.jpg,1,-1,1,1,-1
118243.jpg,-1,1,1,-1,-1
131682.jpg,-1,-1,1,-1,-1
196379.jpg,1,-1,1,-1,-1
052851.jpg,1,-1,1,-1,1
016895.jpg,1,1,-1,-1,-1
041317.jpg,-1,-1,1,-1,-1
106282.jpg,1,1,1,-1,-1
087966.jpg,-1,1,-1,-1,-1
041887.jpg,1,-1,1,-1,-1
043257.jpg,-1,-1,1,1,-1
007585.jpg,1,1,1,-1,-1
001854.jpg,-1,1,-1,-1,-1
103600.jpg,-1,-1,1,-1,-1
035770.jpg,1,-1,1,-1,-1
118307.jpg,-1,-1,1,-1,-1
031748.jpg,-1,-1,1,-1,-1
004400.jpg,1,-1,1,-1,-1
041884.jpg,1,-1,1,1,-1
168508.jpg,-1,1,1,-1,-1
183786.jpg,-1,-1,1,-1,-1
058757.jpg,1,-1,1,-1,-1
101836.jpg,1,1,-1,-1,-1
083000.jpg,-1,-1,1,-1,-1
014407.jpg,1,-1,1,1,-1
104044.jpg,-1,-1,1,-1,-1
085463.jpg,1,-1,1,-1,-1
027601.jpg,-1,-1,-1,-1,-1
131144.jpg,1,1,1,-1,-1
035073.jpg,-1,1,1,-1,-1
134911.jpg,-1,-1,-1,-1,-1
045234.jpg,-1,1,1,-1,-1
109676.jpg,1,1,1,-1,-1
064722.jpg,1,-1,-1,1,-1
159071.jpg,1,1,1,-1,-1
070552.jpg,-1,-1,1,-1,-1
007295.jpg,-1,-1,1,1,-1
064297.jpg,-1,1,1,-1,-1
063548.jpg,1,-1,1,-1,-1
060449.jpg,1,-1,1,1,-1
161994.jpg,1,-1,1,-1,1
158389.jpg,1,1,1,-1,-1
180352.jpg,-1,1,1,-1,-1
124997.jpg,-1,1,-1,-1,-1
011363.jpg,-1,-1,1,-1,-1
011662.jpg,-1,1,1,-1,-1
048279.jpg,1,-1,1,-1,-1
040167.jpg,1,-1,-1,1,-1
092219.jpg,1,-1,1,-1,-1
121633.jpg,-1,1,-1,-1,-1
086222.jpg,-1,-1,1,1,-1
163504.jpg,1,1,1,-1,-1
130953.jpg,-1,-1,1,-1,-1
173962.jpg,-1,-1,1,1,-1
190786.jpg,1,1,1,-1,-1
184747.jpg,1,-1,1,-1,-1
019912.jpg,1,1,-1,-1,1
024252.jpg,1,-1,1,-1,-1
095519.jpg,-1,-1,-1,1,-1
071184.jpg,-1,1,1,-1,-1
185613.jpg,1,1,1,-1,-1
045734.jpg,-1,-1,1,-1,1
072369.jpg,1,-1,1,-1,-1
078358.jpg,1,1,1,-1,-1
072276.jpg,1,-1,1,1,-1
020175.jpg,1,-1,1,1,-1
039284.jpg,1,1,1,-1,-1
201473.jpg,1,1,1,-1,-1
019285.jpg,1,-1,-1,1,-1
195048.jpg,-1,1,-1,-1,-1
144397.jpg,-1,1,-1,-1,-1
175650.jpg,1,-1,1,-1,-1
043447.jpg,-1,1,1,-1,-1
182674.jpg,-1,1,1,-1,-1
160660.jpg,-1,-1,1,-1,-1
118669.jpg,-1,1,-1,-1,-1
188695.jpg,1,1,-1,-1,-1
000550.jpg,-1,-1,1,-1,-1
121662.jpg,-1,1,1,-1,-1
180874.jpg,-1,-1,1,-1,-1
070452.jpg,-1,1,1,-1,-1
172798.jpg,1,-1,1,-1,-1
120065.jpg,1,-1,1,1,-1
010335.jpg,-1,1,1,-1,-1
112269.jpg,1,-1,1,-1,-1
030939.jpg,1,1,-1,-1,-1
004605.jpg,1,-1,1,-1,-1
079119.jpg,1,-1,-1,-1,-1
190116.jpg,-1,1,1,-1,-1
029113.jpg,-1,-1,1,1,-1
093335.jpg,1,-1,1,-1,-1
078671.jpg,1,1,1,-1,-1
060161.jpg,1,1,1,-1,-1
040393.jpg,1,1,-1,-1,-1
188530.jpg,1,-1,1,-1,-1
104867.jpg,-1,-1,1,-1,-1
092108.jpg,-1,1,1,-1,-1
073183.jpg,-1,1,1,-1,-1
042091.jpg,1,-1,1,-1,-1
061420.jpg,-1,-1,1,-1,-1
116330.jpg,1,-1,1,-1,-1
069573.jpg,-1,1,-1,-1,1
088407.jpg,1,-1,1,1,-1
112199.jpg,-1,-1,1,-1,-1
091733.jpg,-1,-1,1,-1,-1
159659.jpg,1,-1,1,-1,-1
127671.jpg,-1,-1,1,-1,-1
167816.jpg,-1,-1,1,-1,-1
138821.jpg,1,1,1,-1,-1
138901.jpg,-1,1,-1,-1,-1
163663.jpg,-1,-1,1,1,-1
088631.jpg,1,1,-1,-1,-1
197966.jpg,-1,-1,1,1,-1
197579.jpg,1,1,1,-1,-1
032221.jpg,1,-1,1,-1,-1
138056.jpg,1,-1,1,-1,-1
179104.jpg,1,-1,-1,-1,-1
169248.jpg,-1,1,-1,-1,-1
073555.jpg,-1,-1,1,-1,-1
116795.jpg,1,-1,1,1,-1
135554.jpg,-1,-1,1,-1,-1
178642.jpg,-1,-1,1,-1,-1
008263.jpg,-1,1,1,-1,-1
040017.jpg,-1,-1,1,-1,-1
085776.jpg,-1,-1,1,-1,-1
194867.jpg,-1,1,1,1,-1
094961.jpg,-1,1,-1,-1,-1
055546.jpg,-1,1,1,-1,-1
110653.jpg,1,-1,-1,1,-1
110955.jpg,-1,-1,1,-1,-1
155985.jpg,-1,1,1,-1,-1
183103.jpg,1,-1,1,-1,-1
061677.jpg,1,-1,1,1,-1
056139.jpg,-1,-1,1,-1,-1
146491.jpg,1,-1,1,-1,-1
200472.jpg,-1,-1,-1,-1,-1
161513.jpg,-1,1,-1,-1,-1
117790.jpg,-1,1,-1,-1,-1
056062.jpg,1,1,-1,-1,-1
141726.jpg,-1,-1,1,1,-1
009156.jpg,-1,1,-1,-1,-1
124236.jpg,1,-1,1,1,-1
066892.jpg,1,-1,1,-1,-1
184275.jpg,1,-1,1,-1,-1
184893.jpg,1,-1,1,-1,-1
000796.jpg,1,-1,-1,-1,-1
072961.jpg,1,-1,1,1,-1
144866.jpg,-1,-1,1,-1,-1
133260.jpg,-1,1,1,-1,-1
079709.jpg,1,1,1,-1,-1
034352.jpg,1,-1,1,1,-1
150040.jpg,1,-1,1,-1,-1
173969.jpg,-1,1,1,-1,-1
075262.jpg,-1,-1,1,1,-1
123941.jpg,1,1,1,-1,-1
067355.jpg,1,1,1,-1,1
057372.jpg,-1,1,1,-1,-1
022444.jpg,-1,-1,1,-1,-1
184539.jpg,1,1,1,-1,-1
199477.jpg,-1,-1,1,-1,-1
142042.jpg,1,1,-1,-1,-1
181837.jpg,-1,1,-1,-1,-1
172721.jpg,-1,1,1,-1,-1
093176.jpg,-1,-1,-1,-1,-1
166571.jpg,-1,-1,1,-1,-1
013396.jpg,-1,1,1,-1,-1
125089.jpg,1,1,-1,-1,-1
118744.jpg,-1,1,1,-1,-1
185921.jpg,-1,-1,-1,-1,-1
065999.jpg,1,-1,1,-1,-1
046352.jpg,1,-1,1,1,-1
058200.jpg,-1,-1,1,-1,-1
044539.jpg,-1,1,-1,-1,-1
064242.jpg,-1,-1,1,-1,-1
037087.jpg,1,-1,1,1,-1
041138.jpg,-1,1,-1,-1,-1
176730.jpg,1,1,-1,-1,-1
058290.jpg,1,1,1,-1,-1
000299.jpg,1,1,-1,-1,-1
068351.jpg,-1,-1,1,-1,-1
013509.jpg,1,-1,1,1,-1
082353.jpg,-1,-1,1,-1,-1
201838.jpg,-1,1,-1,-1,-1
031081.jpg,-1,-1,1,-1,-1
101911.jpg,1,-1,1,1,-1
110689.jpg,-1,-1,1,1,-1
147535.jpg,1,-1,1,-1,-1
014543.jpg,1,-1,1,1,-1
075660.jpg,-1,-1,1,-1,-1
110605.jpg,1,1,1,-1,-1
148436.jpg,1,1,1,-1,-1
115835.jpg,1,-1,1,-1,-1
192855.jpg,1,1,1,-1,-1
149215.jpg,-1,1,1,-1,-1
160739.jpg,-1,-1,1,-1,-1
138626.jpg,-1,1,1,-1,-1
192058.jpg,1,1,1,-1,-1
126100.jpg,1,-1,1,1,-1
001660.jpg,1,-1,1,-1,-1
082499.jpg,1,-1,1,-1,-1
180647.jpg,1,-1,1,1,-1
